Ngay,Nhiet do,Nang,Mua
04/04/2018,22.8,9.8,0
05/04/2018,24.1,9.8,0
06/04/2018,24.3,1.9,0
07/04/2018,19,0,113.8
08/04/2018,17.3,0,46.7
09/04/2018,20.3,4,0
10/04/2018,23.7,10.7,0
11/04/2018,25.9,10.1,0
12/04/2018,27.3,10.3,0
13/04/2018,28.6,8.2,0
14/04/2018,29.3,8.2,0
15/04/2018,25.3,0.9,0.3
16/04/2018,22.5,0,3.2
17/04/2018,21.7,0,1.7
18/04/2018,22.2,0,0.4
19/04/2018,23.5,7.6,0.2
20/04/2018,26.1,9.6,0
21/04/2018,26.2,7.4,0
22/04/2018,27.4,9.4,0
23/04/2018,29,10.7,0
24/04/2018,28.7,8,0
25/04/2018,26.7,3,0
26/04/2018,25.7,3.3,10.7
27/04/2018,26,4.4,0.1
28/04/2018,27.1,7.8,0
29/04/2018,26,0.1,11.4
30/04/2018,26.4,5,19.6
01/05/2018,27.2,7.2,0
02/05/2018,27.8,10.8,0
03/05/2018,27.4,10,0
04/05/2018,26.7,9.6,0
05/05/2018,27.3,8.2,0
06/05/2018,27.1,6.8,7
07/05/2018,28.8,10.1,0
08/05/2018,30.2,11,0
09/05/2018,29.2,9.6,0
10/05/2018,26.1,5.7,0
11/05/2018,27.3,9.4,0.4
12/05/2018,27.8,9.1,0
13/05/2018,27.9,8.9,0
14/05/2018,27.8,9.8,0
15/05/2018,28.5,8.4,0
16/05/2018,28.1,8.5,1
17/05/2018,29,9.6,0
18/05/2018,28.9,7.6,0
19/05/2018,28.8,9.3,0
20/05/2018,28.4,7.9,0
21/05/2018,28.6,10.7,0
22/05/2018,28.1,11.4,0
23/05/2018,28.5,11.2,0
24/05/2018,28.1,9.3,0
25/05/2018,29,8.9,0
26/05/2018,29.2,9,0
27/05/2018,28.5,1.2,0.1
28/05/2018,29.2,6.3,0
29/05/2018,29.4,11.2,0
30/05/2018,28.1,10.9,15.7
31/05/2018,28.8,11.4,0
01/06/2018,29.3,11.7,0
02/06/2018,28.3,6.5,0
03/06/2018,26.5,2.1,2.4
04/06/2018,25.6,0,23.1
05/06/2018,26.3,0,80
06/06/2018,28.3,4.3,0
07/06/2018,29.2,8.7,2.5
08/06/2018,30,7.6,0
09/06/2018,29.8,6.8,0
10/06/2018,30.3,7.2,0
11/06/2018,30.5,3.3,0
12/06/2018,31.3,4,0
13/06/2018,30.5,3.5,0
14/06/2018,31.1,0.8,0
15/06/2018,29.4,3.1,0
16/06/2018,29.5,2.4,0
17/06/2018,28.8,6.3,0
18/06/2018,29,11.2,0
19/06/2018,29.8,8.7,0
20/06/2018,30.3,6.9,0
21/06/2018,30.4,7.5,0
22/06/2018,30.5,9.4,0
23/06/2018,30.5,10.5,0
24/06/2018,28.7,7.3,51.5
25/06/2018,27.4,6.1,1.8
26/06/2018,27.2,4.1,0.4
27/06/2018,27.1,8,0.2
28/06/2018,27.6,9.4,0
29/06/2018,28.6,11.9,0
30/06/2018,30.2,12,0
01/07/2018,30.3,10.8,0
02/07/2018,30.6,11.6,0
03/07/2018,31.3,11.8,0
04/07/2018,31.2,11.9,0
05/07/2018,31.2,11.7,0
06/07/2018,30.3,11.4,0
07/07/2018,30.1,9.9,0
08/07/2018,28.8,7,0
09/07/2018,28.1,6.5,0
10/07/2018,27.1,5.5,30.9
11/07/2018,27,4.1,55.3
12/07/2018,27.6,6.9,1.2
13/07/2018,27.8,6.9,2
14/07/2018,27.9,2.7,0
15/07/2018,27.4,0.7,0.4
16/07/2018,27.5,0.3,6.8
17/07/2018,27.8,1.2,0
18/07/2018,26.2,0,27.4
19/07/2018,27.8,3,0.8
20/07/2018,29,5.2,0.3
21/07/2018,28.9,2.8,2.4
22/07/2018,26.3,0,13.8
23/07/2018,28.1,5.8,0
24/07/2018,29.3,7.6,0
25/07/2018,29.1,6.4,0
26/07/2018,27.5,0,5.7
27/07/2018,25.9,0,4.7
28/07/2018,25.9,0.7,4.4
29/07/2018,27.2,2.6,2
30/07/2018,28.5,5.9,0
31/07/2018,28.1,1.9,0
01/08/2018,28.9,9.9,0
02/08/2018,30,11.2,0
03/08/2018,29.5,11.4,10.7
04/08/2018,28.8,11.2,0
05/08/2018,28.1,8.5,0
06/08/2018,28.5,10.9,0
07/08/2018,28.7,9.8,0
08/08/2018,28.4,3.4,0
09/08/2018,26.8,0,5.1
10/08/2018,27.9,3.2,0
11/08/2018,29.4,8.6,0
12/08/2018,29.3,6.4,0
13/08/2018,27.8,0,0.6
14/08/2018,26.7,0.3,2.9
15/08/2018,28,1.5,0
16/08/2018,28.3,0.9,0
17/08/2018,29.3,10.4,0.5
18/08/2018,29.9,8.6,0
19/08/2018,28.6,8.5,0
20/08/2018,29.9,11.2,0
21/08/2018,30.4,10,0
22/08/2018,29.8,8.4,0
23/08/2018,27.7,2.6,0.6
24/08/2018,28.6,0.4,0
25/08/2018,28.2,1.4,0
26/08/2018,27.7,0.3,0.7
27/08/2018,27.9,2,0.6
28/08/2018,28.7,5.8,0
29/08/2018,28.3,2.5,0.8
30/08/2018,29.3,8.3,0
31/08/2018,29.7,10.4,0
01/09/2018,29.5,9.2,0
02/09/2018,28.1,6.7,4.9
03/09/2018,27.3,7,38.5
04/09/2018,28.1,10.9,0
05/09/2018,29.1,11,0
06/09/2018,29.4,10.9,0
07/09/2018,29.3,10.6,0
08/09/2018,25.4,5.7,71.8
09/09/2018,26.2,6.3,10.7
10/09/2018,26.8,3.4,0.2
11/09/2018,27.4,9.6,0
12/09/2018,27.5,8.6,0.2
13/09/2018,27.4,7.2,13.5
14/09/2018,27.2,5.9,0.1
15/09/2018,27.8,9.1,20.5
16/09/2018,28.5,8.1,0
17/09/2018,29.1,7.2,0
18/09/2018,27.2,4.6,1.3
19/09/2018,27.6,6.6,18
20/09/2018,27.4,10.1,0
21/09/2018,26.4,4.8,2.1
22/09/2018,26.7,6.2,0
23/09/2018,27.1,8.5,3.7
24/09/2018,27.3,10.3,4.2
25/09/2018,27.9,10.2,0
26/09/2018,28.9,10.4,0
27/09/2018,28.8,10.1,0
28/09/2018,28.4,9.8,0
29/09/2018,26.5,3,6.6
30/09/2018,25.5,0.9,20.4
01/10/2018,25.4,0,39.4
02/10/2018,25,0.1,14.1
03/10/2018,24.7,0.7,39.8
04/10/2018,26.3,7.6,0
05/10/2018,24.9,9.7,0
06/10/2018,25,9,0
07/10/2018,25.7,8.3,0
08/10/2018,25.8,9.5,0
09/10/2018,25.8,9.9,0
10/10/2018,26.4,8.7,0
11/10/2018,23.5,0,52.5
12/10/2018,24.2,0,61.9
13/10/2018,24.5,1.7,34.8
14/10/2018,26.2,9.8,6.4
15/10/2018,26.8,9.8,0
16/10/2018,26.6,10.3,0
17/10/2018,27.2,9,0
18/10/2018,27.1,8.5,0
19/10/2018,27.1,8.1,0
20/10/2018,26.1,5.4,17.4
21/10/2018,26.5,9.8,0
22/10/2018,26.8,9.3,0
23/10/2018,26.4,9.9,0
24/10/2018,25.7,9.5,0
25/10/2018,25.9,10.4,0
26/10/2018,25.8,10.5,0
27/10/2018,25.7,9.5,0
28/10/2018,26.6,8.6,0.5
29/10/2018,25.2,4.1,0.4
30/10/2018,23.5,9.6,0
31/10/2018,23,6.8,0
01/11/2018,22.1,5.6,0
02/11/2018,22.3,8,0
03/11/2018,24,6.4,0
04/11/2018,24.5,5.7,0
05/11/2018,23.7,1.6,3
06/11/2018,25.4,6.8,1.1
07/11/2018,25,1.2,30
08/11/2018,24.5,0.5,49.7
09/11/2018,24.6,1.1,97.1
10/11/2018,24.9,5.6,3
11/11/2018,24.7,5.5,0
12/11/2018,25.9,9.9,0
13/11/2018,25.1,8.3,0
14/11/2018,25.4,9.1,0
15/11/2018,25.7,9.4,0
16/11/2018,25.9,6.2,0
17/11/2018,25.8,8.3,0
18/11/2018,25.4,1.5,0
19/11/2018,26.3,8.3,0
20/11/2018,25.6,9.2,0
21/11/2018,25,10,0
22/11/2018,23.9,1.4,34.9
23/11/2018,21.8,0.4,102.5
24/11/2018,23.2,2.1,10.3
25/11/2018,22.7,0.1,29.6
26/11/2018,21.2,0,12.4
27/11/2018,21.7,0,3.6
28/11/2018,21.3,0,12.6
29/11/2018,21.8,0,89.1
30/11/2018,23.2,0.1,5.6
01/12/2018,24.3,3.3,2.9
02/12/2018,24.9,8.6,0
03/12/2018,24.9,8.1,0
04/12/2018,25.2,2.3,0.6
05/12/2018,24.8,9.2,1.2
06/12/2018,25,6.6,0
07/12/2018,24.9,1.8,1
08/12/2018,24.8,0,3.2
09/12/2018,23.1,0,85
10/12/2018,23.2,0,226.8
11/12/2018,22.8,0,74
12/12/2018,21.4,0,99.3
13/12/2018,18.6,0,32.5
14/12/2018,18.6,0,12.4
15/12/2018,18.9,0,48.1
16/12/2018,20.4,0,21.4
17/12/2018,19.9,0,31.9
18/12/2018,19.2,0,4.3
19/12/2018,21.4,5.2,0
20/12/2018,22.6,6.9,0
21/12/2018,23,9.3,0
22/12/2018,23.5,7.4,0.1
23/12/2018,23.4,6.8,0
24/12/2018,22.4,0,6.9
25/12/2018,22.7,2.2,1.3
26/12/2018,23.8,0.1,0
27/12/2018,23.5,0,19
28/12/2018,23.7,0,0
29/12/2018,22.5,0,21.9
30/12/2018,19.9,0,24.2
31/12/2018,16,0,27.1
01/01/2019,16.5,0,11.8
02/01/2019,16.8,0,18.3
03/01/2019,17,0,17.4
04/01/2019,18.5,0,8.3
05/01/2019,19.7,0,1.9
06/01/2019,21.3,0.1,0
07/01/2019,22.5,5,0
08/01/2019,21.9,5,0
09/01/2019,23.4,5.3,0.1
10/01/2019,21.4,0,4.6
11/01/2019,22.6,3,0
12/01/2019,23,0.4,0
13/01/2019,23.6,8.7,0.1
14/01/2019,22.4,7.4,0
15/01/2019,21.7,1.2,2.1
16/01/2019,21.4,0,12.6
17/01/2019,18.2,0,30.2
18/01/2019,18.7,1.4,29.3
19/01/2019,20.3,3.3,0
20/01/2019,21,0,4
21/01/2019,21.1,3.2,3
22/01/2019,18.1,0,53.9
23/01/2019,18.7,0.1,2.2
24/01/2019,19.6,8.6,0
25/01/2019,19.2,9.8,0.1
26/01/2019,20.3,1.9,0.2
27/01/2019,19.7,0.5,4.6
28/01/2019,19.2,0,8.9
29/01/2019,20.4,0.9,1.5
30/01/2019,22.4,6.8,0
31/01/2019,21.9,8.4,0.1
01/02/2019,21.2,2.9,0
02/02/2019,21.7,8.7,0
03/02/2019,22.8,9.2,0
04/02/2019,23.5,2.5,0
05/02/2019,23.5,6.7,0
06/02/2019,24.1,8.1,0
07/02/2019,25.5,8.7,0
08/02/2019,26.7,8.8,0
09/02/2019,26,8.4,0
10/02/2019,25.1,5,0
11/02/2019,23.3,8.3,0
12/02/2019,23.1,7.6,0
13/02/2019,22.9,9.8,0
14/02/2019,22.4,9.8,0
15/02/2019,23.9,10,0
16/02/2019,23.7,9.6,0
17/02/2019,24.2,7.3,0
18/02/2019,25.9,9.3,0
19/02/2019,26.2,9,0
20/02/2019,25.9,9,0
21/02/2019,25.9,9.2,0
22/02/2019,25.5,4.9,0
23/02/2019,25.4,7.7,0
24/02/2019,24.2,1.5,0
25/02/2019,22.1,0.1,0
26/02/2019,23.5,2.8,0
27/02/2019,23.7,9.8,0
28/02/2019,24,9.2,0.1
01/03/2019,24.4,9.2,0
02/03/2019,25,8.3,0
03/03/2019,26.5,8.5,0
04/03/2019,26.7,7.9,0
05/03/2019,27,8.5,0
06/03/2019,26.9,9.4,0
07/03/2019,26.4,2.3,0
08/03/2019,24.5,0.5,0
09/03/2019,26.4,7.2,0
10/03/2019,25.5,3.4,0
11/03/2019,22.6,0,0.3
12/03/2019,22.5,0,1.2
13/03/2019,24.1,3.5,0
14/03/2019,24.7,0,0.3
15/03/2019,25.7,3.6,0.2
16/03/2019,25.6,3.4,0.6
17/03/2019,25.6,7,0
18/03/2019,25.2,8.6,0
19/03/2019,24.9,9.2,0
20/03/2019,25.8,7.7,0
21/03/2019,27.5,8.7,0
22/03/2019,28.4,8.4,0
23/03/2019,26.9,0.1,0
24/03/2019,24.4,0,0
25/03/2019,22.2,0,0
26/03/2019,24.4,6,0
27/03/2019,25.2,10.2,0
28/03/2019,26.2,9.5,0
29/03/2019,27,3.8,5.4
30/03/2019,25.9,2.1,0.5
31/03/2019,25.3,0.6,0.1
01/04/2019,26.1,7.1,0
02/04/2019,25.6,6.7,0
03/04/2019,26.3,9.4,0
04/04/2019,26.5,2.2,0
05/04/2019,26.8,9,0
06/04/2019,26.7,8.3,0
07/04/2019,27.4,8.1,0
08/04/2019,28.2,8.6,0
09/04/2019,28.4,7.8,0
10/04/2019,29.3,6.4,0
11/04/2019,28.9,6.8,0
12/04/2019,29.2,6,0
13/04/2019,29.2,5,0
14/04/2019,28.7,5.5,0
15/04/2019,28.4,8,0
16/04/2019,29,8,0
17/04/2019,28.8,5.6,0
18/04/2019,30,9.7,0
19/04/2019,31.6,10.5,0
20/04/2019,32.4,9.5,0
21/04/2019,31.5,8.3,0
22/04/2019,29.9,4.2,0
23/04/2019,28.6,8.1,0.5
24/04/2019,29.8,11.2,0
25/04/2019,30.9,9.4,0
26/04/2019,28.9,8.7,0
27/04/2019,28.1,3.5,0
28/04/2019,27.8,7.5,0.2
29/04/2019,29.3,10.1,0
30/04/2019,30.2,10.6,0
01/05/2019,27.9,1.4,0
02/05/2019,27.4,3.9,0
03/05/2019,28.5,5.7,0
04/05/2019,28,6.7,0
05/05/2019,31.1,10.9,0
06/05/2019,31.9,9,2.7
07/05/2019,29.4,7.1,2.1
08/05/2019,28.5,6.8,25.5
09/05/2019,27.7,4.3,0
10/05/2019,28.1,6.3,0
11/05/2019,27.7,0.2,0
12/05/2019,27.8,5.4,0
13/05/2019,27.9,7,15.2
14/05/2019,29.2,11.5,0.1
15/05/2019,30.4,10.3,0
16/05/2019,29.1,9.7,14.1
17/05/2019,30.6,11.5,0
18/05/2019,32.1,11.7,0
19/05/2019,32.4,11.5,0
20/05/2019,32,9.9,0
21/05/2019,27.2,4.2,18
22/05/2019,27.8,8,0
23/05/2019,27.6,8.9,3.4
24/05/2019,28.5,9.6,0
25/05/2019,28.9,7.1,10.3
26/05/2019,29.1,10.5,0
27/05/2019,30.4,10.6,0
28/05/2019,28.7,8,7.9
29/05/2019,28.2,6.8,24.8
30/05/2019,28,4.9,1
31/05/2019,28.4,6.6,0
01/06/2019,28.5,5.3,4.1
02/06/2019,29.2,9.6,0
03/06/2019,28.9,9,0
04/06/2019,29.6,8.8,0
05/06/2019,30.9,10.8,0
06/06/2019,29.1,8.8,0.2
07/06/2019,29.7,11.8,0
08/06/2019,29.4,10.2,0
09/06/2019,30.3,11.2,0
10/06/2019,31.4,11.6,0
11/06/2019,31.8,11.6,0
12/06/2019,31.8,10.8,0
13/06/2019,31.4,9.2,0
14/06/2019,32.3,8,0
15/06/2019,31.7,4.5,0
16/06/2019,32.1,6.8,0
17/06/2019,30.6,7.9,0.2
18/06/2019,30.2,7.5,0
19/06/2019,30.8,11.7,0
20/06/2019,32.1,11.6,0
21/06/2019,31.6,10.8,0
22/06/2019,32.4,11.9,0
23/06/2019,33.2,11,0
24/06/2019,32.4,9.9,0
25/06/2019,31.2,10.5,0
26/06/2019,32.1,10.8,0
27/06/2019,32.4,11,0
28/06/2019,32.9,11.9,0
29/06/2019,31.8,11.3,0
30/06/2019,32,7.5,0
01/07/2019,28.8,0.3,0.8
02/07/2019,26.3,0,5.7
03/07/2019,26.8,1.8,59.2
04/07/2019,29.1,11.5,0
05/07/2019,29.6,11.6,0
06/07/2019,30.4,11.6,0
07/07/2019,30.7,10.8,0
08/07/2019,31.2,11.4,0
09/07/2019,31.7,9.8,0
10/07/2019,30.1,3.8,0
11/07/2019,31,11,0
12/07/2019,31.2,10.9,0
13/07/2019,31.8,10.6,0
14/07/2019,31,8.8,0
15/07/2019,30,11.1,0
16/07/2019,29.9,11.4,4.1
17/07/2019,30.4,8.5,0
18/07/2019,31.2,5,0
19/07/2019,31.5,9.6,0
20/07/2019,30.8,7.7,0
21/07/2019,28.9,8,5.6
22/07/2019,29.9,7.2,0
23/07/2019,30.5,3.6,0
24/07/2019,31.3,6.5,0
25/07/2019,30.6,7.4,0
26/07/2019,30,5.9,0
27/07/2019,28.9,7.8,5.3
28/07/2019,28.5,6.1,0
29/07/2019,30.2,9.8,0
30/07/2019,29.1,1.9,0
31/07/2019,27.6,0,0
01/08/2019,29.2,1.3,0
02/08/2019,30.1,5,0
03/08/2019,31.3,3.2,0
04/08/2019,30.5,2.4,0
05/08/2019,30.6,6.8,0
06/08/2019,29.9,8.6,0
07/08/2019,30.4,6.9,0
08/08/2019,31.4,9.9,0
09/08/2019,28.7,8.1,22.7
10/08/2019,28.4,7.4,3.2
11/08/2019,29.8,9.1,0
12/08/2019,30.3,8,0
13/08/2019,30.1,5,0
14/08/2019,31.7,5,0.1
15/08/2019,31.2,9.8,0
16/08/2019,30.6,3.3,0
17/08/2019,31.3,9.6,0
18/08/2019,30.9,6.2,0
19/08/2019,31.2,7,0
20/08/2019,29.6,2,0
21/08/2019,29.6,6.2,0
22/08/2019,30.5,2.4,0
23/08/2019,28.7,0.4,0
24/08/2019,29.4,3.1,0
25/08/2019,28.2,3.8,20.4
26/08/2019,28.6,6.3,0
27/08/2019,29.7,8.7,0
28/08/2019,28.6,3.8,13
29/08/2019,24.7,0,76.1
30/08/2019,25.1,0.7,54.5
31/08/2019,27.6,6,23.6
01/09/2019,26.8,0.2,5.2
02/09/2019,26.4,0.2,44.5
03/09/2019,25.4,0,315.5
04/09/2019,25.8,1.6,42.4
05/09/2019,26.6,1.2,6
06/09/2019,27.5,3,0
07/09/2019,28.7,6.7,1.8
08/09/2019,29.2,9.5,0
09/09/2019,29.9,9.4,0
10/09/2019,29.3,7.2,0
11/09/2019,28.4,6.1,0
12/09/2019,28.6,9.7,0
13/09/2019,28,3.2,2
14/09/2019,27.4,7.2,0
15/09/2019,27.6,10.6,0
16/09/2019,27.5,10.4,0
17/09/2019,28,10.2,0
18/09/2019,27.2,3,8.2
19/09/2019,26,3.1,66.3
20/09/2019,27.4,8.8,1.5
21/09/2019,25.2,0,8
22/09/2019,25.5,3.1,20.1
23/09/2019,24.2,0,22.5
24/09/2019,25.4,5.2,0
25/09/2019,24.8,1.9,22.2
26/09/2019,24.3,1.2,15.1
27/09/2019,25.5,3.2,1
28/09/2019,25.3,3.1,2.2
29/09/2019,26.5,9,0
30/09/2019,26,9.3,0
01/10/2019,27,9.6,0
02/10/2019,27.8,9.9,0
03/10/2019,27.6,9.9,0
04/10/2019,27.4,10,0
05/10/2019,26.7,8.2,0
06/10/2019,26.2,8.3,0
07/10/2019,25.4,5.9,15.4
08/10/2019,26.5,9,1.3
09/10/2019,25.2,0.7,10.1
10/10/2019,26.1,9,0
11/10/2019,26.1,10,0
12/10/2019,26.7,10.2,0
13/10/2019,26.3,10,0
14/10/2019,24.3,5.9,27.4
15/10/2019,24.1,0.2,68.3
16/10/2019,25.9,3.1,16.4
17/10/2019,27.3,7.9,4.1
18/10/2019,26,8.3,0.1
19/10/2019,25.9,9.4,1.9
20/10/2019,25.5,9.7,0.3
21/10/2019,26.1,10.3,0
22/10/2019,25.9,9,0
23/10/2019,26.3,10.2,0
24/10/2019,26.8,10.3,0
25/10/2019,26,6.8,5.6
26/10/2019,26.6,6.8,4.6
27/10/2019,26.6,8.1,4.6
28/10/2019,27.1,9.1,0
29/10/2019,24.2,0,29.8
30/10/2019,23,0,7.3
31/10/2019,24.4,0,136.1
01/11/2019,23.6,0,2.8
02/11/2019,23.8,0,45.7
03/11/2019,23.9,0.1,32.4
04/11/2019,24.9,7.3,0.9
05/11/2019,23.1,0,28
06/11/2019,23.9,4.2,0
07/11/2019,24.2,6.6,0.1
08/11/2019,23,0,14.1
09/11/2019,22.8,2.5,0
10/11/2019,23.4,0,0.1
11/11/2019,22.3,0,98.2
12/11/2019,23.8,2.9,27
13/11/2019,23.9,0.2,1.6
14/11/2019,23.7,6.6,0.4
15/11/2019,23.5,2.7,0.8
16/11/2019,24,8.7,0
17/11/2019,24.5,9.7,0
18/11/2019,25.6,8.5,0
19/11/2019,24.6,7.9,0
20/11/2019,24.1,7.7,2.1
21/11/2019,23.6,6,3.9
22/11/2019,22.7,8.4,0.1
23/11/2019,22.4,10,0
24/11/2019,22.8,8.4,0
25/11/2019,23.7,3.8,0
26/11/2019,23,0,61
27/11/2019,25.5,3.7,0.8
28/11/2019,25.5,2.4,8.2
29/11/2019,24.8,0.5,1.6
30/11/2019,23.2,0,46.8
01/12/2019,23.9,1.2,2.5
02/12/2019,22.4,0.4,3.9
03/12/2019,19.6,0,11.6
04/12/2019,18.6,0,5.4
05/12/2019,17.8,0,0.2
06/12/2019,19.3,2.3,0.1
07/12/2019,17.9,0.8,0
08/12/2019,17.2,0,0.2
09/12/2019,18.2,0.4,0
10/12/2019,18.5,2.4,0
11/12/2019,19.8,7.6,0
12/12/2019,20.4,3.5,0.2
13/12/2019,21.5,0.8,0.1
14/12/2019,21.5,1,2.5
15/12/2019,22.7,0.9,0.9
16/12/2019,22.7,2.9,0
17/12/2019,23.8,6.5,0
18/12/2019,23.1,8.1,0
19/12/2019,23.6,2.3,0
20/12/2019,23.9,9.3,0
21/12/2019,22.1,2.4,0
22/12/2019,23.2,6.6,0
23/12/2019,23.6,9.6,0
24/12/2019,23,8,0
25/12/2019,22.8,9.6,0.1
26/12/2019,21.6,6.4,0
27/12/2019,21.8,2.3,0.4
28/12/2019,22,1.5,0.1
29/12/2019,21.5,0,0.7
30/12/2019,21.5,0,3.6
31/12/2019,23.1,2.3,9.2
01/01/2020,24.2,2.1,19.1
02/01/2020,22.6,0,27.1
03/01/2020,22.8,2,3.5
04/01/2020,22.3,4.7,0.7
05/01/2020,22.2,9.7,0.3
06/01/2020,22.8,7.8,0
07/01/2020,23.3,8.2,0
08/01/2020,24,0,0
09/01/2020,23.9,5.9,0
10/01/2020,22,3.8,0
11/01/2020,22.9,6.1,0
12/01/2020,22.7,8.8,0
13/01/2020,22.2,7.9,0
14/01/2020,21.6,9.7,0
15/01/2020,21.3,9.7,0
16/01/2020,22.8,9.8,0
17/01/2020,22.9,7.5,0
18/01/2020,22.4,9.3,0
19/01/2020,21,5.8,0
20/01/2020,20.9,9.8,0
21/01/2020,21.5,8.8,0
22/01/2020,22.1,8.6,0
23/01/2020,22.9,9.6,0
24/01/2020,23.5,7.9,0
25/01/2020,23.2,7.5,0
26/01/2020,19.7,0,2.7
27/01/2020,17.9,0,0.7
28/01/2020,18.2,0,9.2
29/01/2020,17.6,0,14.1
30/01/2020,17.8,0,2.9
31/01/2020,19,3.9,0
01/02/2020,20.8,8.5,0
02/02/2020,21,9.6,0
03/02/2020,21,10.6,0
04/02/2020,22.5,9,0
05/02/2020,21.8,7.8,0
06/02/2020,21.2,9.6,0
07/02/2020,21.4,7.6,0
08/02/2020,22.4,5.9,0.2
09/02/2020,22.6,6.1,0
10/02/2020,22,0,1.6
11/02/2020,22.2,1.3,0.2
12/02/2020,23.5,6.3,0
13/02/2020,24.8,9.8,0
14/02/2020,26.3,9.4,0
15/02/2020,27,10.1,0
16/02/2020,21.6,0,2.8
17/02/2020,17.7,0,8.3
18/02/2020,17.1,0,8.1
19/02/2020,19.9,5.8,1
20/02/2020,21.7,8.4,0
21/02/2020,21.1,6.4,0.3
22/02/2020,20.8,1.3,1.4
23/02/2020,21.1,7.1,0
24/02/2020,21,10.5,0
25/02/2020,22,9.1,0
26/02/2020,22.5,6.7,0
27/02/2020,23.2,4.8,0
28/02/2020,22.9,9.7,0
29/02/2020,24,7.8,0
01/03/2020,24,9.2,0
02/03/2020,24.8,9.2,0
03/03/2020,23.8,3.9,0
04/03/2020,24.2,4.5,0
05/03/2020,23,0,46.6
06/03/2020,21.4,0.1,0.2
07/03/2020,24.5,9.9,0
08/03/2020,27.2,10.4,0
09/03/2020,27.6,10.3,0
10/03/2020,25,6.7,0
11/03/2020,23.4,0.3,0
12/03/2020,25.4,8.5,0
13/03/2020,28.1,9.2,0
14/03/2020,26.2,2.7,0
15/03/2020,25.4,1.2,0
16/03/2020,24.5,5.6,1
17/03/2020,25.5,3.6,0
18/03/2020,25.6,2.1,0
19/03/2020,25.8,7.6,0
20/03/2020,24.7,0,0
21/03/2020,25.9,8.6,0
22/03/2020,26.4,8.8,0
23/03/2020,26,5,0
24/03/2020,25.9,9.8,0
25/03/2020,26.1,8.1,0
26/03/2020,26.4,6.8,0
27/03/2020,28,9,0
28/03/2020,27.6,8.9,0
29/03/2020,28,7.3,0
30/03/2020,29.4,8.2,0
31/03/2020,28,9.1,0
01/04/2020,26.5,0.1,0
02/04/2020,26.5,5.7,0
03/04/2020,26.8,7.4,0
04/04/2020,27,5,0
05/04/2020,25.3,6,0
06/04/2020,22.3,0,0.3
07/04/2020,22,0,0.4
08/04/2020,22.9,0,0
09/04/2020,22.7,0,0
10/04/2020,25,3.1,0.9
11/04/2020,26.4,7.1,0
12/04/2020,25.6,3.3,22.8
13/04/2020,19.6,0,22.7
14/04/2020,21,0,0
15/04/2020,23,0.4,0
16/04/2020,24.5,8.9,0
17/04/2020,26,6.9,0.5
18/04/2020,27,5.6,0.1
19/04/2020,28.6,10.8,0
20/04/2020,28.8,8.7,0
21/04/2020,28.7,6.7,0
22/04/2020,27.6,5.9,0.5
23/04/2020,27.2,3.2,0.1
24/04/2020,24.2,0,96.4
25/04/2020,20.8,0,43.3
26/04/2020,20.8,0,17.3
27/04/2020,20.7,0,8.4
28/04/2020,23.2,1.9,0
29/04/2020,25,9.3,0
30/04/2020,26.2,5.5,3.7
01/05/2020,27,9,0.3
02/05/2020,28,9.8,0
03/05/2020,28.7,7.7,0
04/05/2020,29,6.9,0
05/05/2020,29.7,10.9,0
06/05/2020,29.6,8,0
07/05/2020,30.2,10.9,0
08/05/2020,31.2,10.4,0
09/05/2020,30.7,7,0
10/05/2020,30,10.4,0
11/05/2020,29.2,10,0
12/05/2020,29.2,10.3,0
13/05/2020,28.5,8.8,0
14/05/2020,29,9.4,0
15/05/2020,29.6,6.8,0
16/05/2020,30.1,10.7,0
17/05/2020,30.1,7.7,0
18/05/2020,29.9,10.5,0
19/05/2020,29.6,10.2,14.5
20/05/2020,29.7,6.7,0
21/05/2020,31.6,7.6,0
22/05/2020,31.8,7.9,0
23/05/2020,30,4.4,6.5
24/05/2020,29.4,8.1,0
25/05/2020,30.9,10.4,0
26/05/2020,30.4,8.7,0
27/05/2020,29.4,5.2,0.5
28/05/2020,27.1,4.2,13.1
29/05/2020,27,6.9,0.6
30/05/2020,29.4,9.2,0
31/05/2020,29.2,8.1,0.1
01/06/2020,28.2,7.5,3.6
02/06/2020,29.3,9.3,0
03/06/2020,28.4,9.5,0.8
04/06/2020,28.9,9.7,6
05/06/2020,29.9,9.4,0
06/06/2020,29.8,11.2,0
07/06/2020,30.4,11.4,0
08/06/2020,31.1,10.9,0
09/06/2020,30.9,11.7,0
10/06/2020,30.1,11.5,0
11/06/2020,30,11.6,0
12/06/2020,30.6,11.6,0
13/06/2020,31,9.6,0
14/06/2020,30.1,0.1,0
15/06/2020,29,1.4,3.1
16/06/2020,28,0,0.2
17/06/2020,29,1.6,0
18/06/2020,29.2,9.4,0
19/06/2020,29.5,9.7,0
20/06/2020,30.5,10.7,0
21/06/2020,30.2,11.6,0
22/06/2020,30.4,11.3,0
23/06/2020,30.9,11.2,0
24/06/2020,31.7,11.7,0
25/06/2020,30.4,10.2,0.2
26/06/2020,30,10.9,0.1
27/06/2020,29.6,9.5,0
28/06/2020,29.9,11.3,0
29/06/2020,29.4,8.2,0
30/06/2020,30.5,6.8,0
01/07/2020,30.2,3.2,0
02/07/2020,29.2,7.2,19
03/07/2020,28.4,6.1,2
